inference_probability,interaction_count,micro_assessment_correct,observable,observer_a,observer_b,participant_pseudo,phase_index,quality_reason,self_report,self_report_prompted,session_id,timestamp_ms
0.879357,5,False,True,attentive,attentive,syn-p024,14,,focused,True,syn-s024,2680000
0.604281,3,,True,uncertain,attentive,syn-p025,1,,,False,syn-s025,2520000
0.437906,2,,True,distracted,attentive,syn-p025,2,,,False,syn-s025,2540000
0.634812,2,,True,no_observable,attentive,syn-p025,3,,focused,True,syn-s025,2560000
0.605209,3,,True,attentive,attentive,syn-p025,4,,,False,syn-s025,2580000
,2,,False,attentive,attentive,syn-p025,5,synthetic_signal_insufficient,,False,syn-s025,2600000
0.295019,1,,True,distracted,distracted,syn-p025,6,,distracted,True,syn-s025,2620000
0.445668,2,True,True,distracted,distracted,syn-p025,7,,,False,syn-s025,2640000
0.503106,3,,True,attentive,distracted,syn-p025,8,,,False,syn-s025,2660000
0.928178,5,,True,distracted,attentive,syn-p025,9,,unsure,True,syn-s025,2680000
0.440073,2,,True,attentive,uncertain,syn-p025,10,,,False,syn-s025,2700000
0.445375,3,,True,distracted,distracted,syn-p025,11,,,False,syn-s025,2720000
0.573772,3,,True,attentive,attentive,syn-p025,12,,focused,True,syn-s025,2740000
0.499446,3,,True,attentive,distracted,syn-p025,13,,,False,syn-s025,2760000
,3,False,False,attentive,attentive,syn-p025,14,synthetic_signal_insufficient,distracted,True,syn-s025,2780000
0.624539,3,,True,attentive,attentive,syn-p026,1,,,False,syn-s026,2620000
0.668394,4,,True,attentive,attentive,syn-p026,2,,,False,syn-s026,2640000
0.49283,3,,True,attentive,attentive,syn-p026,3,,distracted,True,syn-s026,2660000
0.691469,5,,True,distracted,uncertain,syn-p026,4,,,False,syn-s026,2680000
0.692646,2,,True,attentive,attentive,syn-p026,5,,,False,syn-s026,2700000
0.629105,3,,True,attentive,attentive,syn-p026,6,,focused,True,syn-s026,2720000
0.78778,4,True,True,attentive,distracted,syn-p026,7,,,False,syn-s026,2740000
,3,,False,attentive,attentive,syn-p026,8,synthetic_signal_insufficient,,False,syn-s026,2760000
0.99,6,,True,uncertain,distracted,syn-p026,9,,focused,True,syn-s026,2780000
0.781298,4,,True,attentive,attentive,syn-p026,10,,,False,syn-s026,2800000
0.537863,3,,True,distracted,attentive,syn-p026,11,,,False,syn-s026,2820000
0.407063,4,,True,distracted,distracted,syn-p026,12,,focused,True,syn-s026,2840000
0.755633,5,,True,distracted,attentive,syn-p026,13,,,False,syn-s026,2860000
0.782989,3,False,True,attentive,uncertain,syn-p026,14,,focused,True,syn-s026,2880000
0.536118,2,,True,attentive,attentive,syn-p027,1,,,False,syn-s027,2720000
,3,,False,attentive,no_observable,syn-p027,2,synthetic_signal_insufficient,,False,syn-s027,2740000
0.981013,5,,True,attentive,uncertain,syn-p027,3,,unsure,True,syn-s027,2760000
0.640051,5,,True,distracted,distracted,syn-p027,4,,,False,syn-s027,2780000
0.720452,2,,True,attentive,attentive,syn-p027,5,,,False,syn-s027,2800000
0.344136,3,,True,distracted,distracted,syn-p027,6,,distracted,True,syn-s027,2820000
0.659603,4,True,True,uncertain,attentive,syn-p027,7,,,False,syn-s027,2840000
0.550622,4,,True,no_observable,attentive,syn-p027,8,,,False,syn-s027,2860000
0.735412,5,,True,attentive,attentive,syn-p027,9,,distracted,True,syn-s027,2880000
0.29276,2,,True,distracted,distracted,syn-p027,10,,,False,syn-s027,2900000
0.359647,2,,True,distracted,distracted,syn-p027,11,,,False,syn-s027,2920000
0.49246,4,,True,distracted,distracted,syn-p027,12,,distracted,True,syn-s027,2940000
0.784493,5,,True,attentive,attentive,syn-p027,13,,,False,syn-s027,2960000
0.838874,4,True,True,attentive,distracted,syn-p027,14,,focused,True,syn-s027,2980000
0.788896,2,,True,uncertain,attentive,syn-p028,1,,,False,syn-s028,2820000
0.848766,4,,True,attentive,attentive,syn-p028,2,,,False,syn-s028,2840000
0.547098,2,,True,attentive,uncertain,syn-p028,3,,focused,True,syn-s028,2860000
0.776013,5,,True,attentive,attentive,syn-p028,4,,,False,syn-s028,2880000
0.445947,4,,True,distracted,distracted,syn-p028,5,,,False,syn-s028,2900000
0.393125,2,,True,attentive,distracted,syn-p028,6,,focused,True,syn-s028,2920000
0.567817,3,True,True,attentive,attentive,syn-p028,7,,,False,syn-s028,2940000
0.610814,4,,True,attentive,attentive,syn-p028,8,,,False,syn-s028,2960000
0.876519,3,,True,attentive,attentive,syn-p028,9,,focused,True,syn-s028,2980000
0.622918,2,,True,attentive,attentive,syn-p028,10,,,False,syn-s028,3000000
0.413811,3,,True,no_observable,distracted,syn-p028,11,,,False,syn-s028,3020000
0.676853,3,,True,attentive,attentive,syn-p028,12,,focused,True,syn-s028,3040000
0.637871,3,,True,uncertain,attentive,syn-p028,13,,,False,syn-s028,3060000
0.476436,3,True,True,attentive,attentive,syn-p028,14,,focused,True,syn-s028,3080000
0.943276,4,,True,attentive,attentive,syn-p029,1,,,False,syn-s029,2920000
0.99,4,,True,attentive,attentive,syn-p029,2,,,False,syn-s029,2940000
0.99,5,,True,distracted,distracted,syn-p029,3,,focused,True,syn-s029,2960000
0.492046,4,,True,attentive,attentive,syn-p029,4,,,False,syn-s029,2980000
0.776718,4,,True,attentive,attentive,syn-p029,5,,,False,syn-s029,3000000
0.535331,5,,True,distracted,attentive,syn-p029,6,,focused,True,syn-s029,3020000
0.906792,5,True,True,attentive,attentive,syn-p029,7,,,False,syn-s029,3040000
0.835477,6,,True,attentive,attentive,syn-p029,8,,,False,syn-s029,3060000
0.868279,4,,True,attentive,distracted,syn-p029,9,,focused,True,syn-s029,3080000
0.99,5,,True,attentive,attentive,syn-p029,10,,,False,syn-s029,3100000
0.801589,4,,True,attentive,attentive,syn-p029,11,,,False,syn-s029,3120000
,5,,False,attentive,attentive,syn-p029,12,synthetic_signal_insufficient,focused,True,syn-s029,3140000
0.702133,2,,True,attentive,attentive,syn-p029,13,,,False,syn-s029,3160000
0.566642,4,True,True,attentive,attentive,syn-p029,14,,distracted,True,syn-s029,3180000
0.527,3,,True,attentive,attentive,syn-p030,1,,,False,syn-s030,3020000
0.860293,5,,True,attentive,attentive,syn-p030,2,,,False,syn-s030,3040000
0.720583,5,,True,attentive,attentive,syn-p030,3,,focused,True,syn-s030,3060000
0.718704,5,,True,attentive,attentive,syn-p030,4,,,False,syn-s030,3080000
0.929874,4,,True,distracted,attentive,syn-p030,5,,,False,syn-s030,3100000
,5,,False,distracted,distracted,syn-p030,6,synthetic_signal_insufficient,focused,True,syn-s030,3120000
0.838067,4,True,True,attentive,attentive,syn-p030,7,,,False,syn-s030,3140000
0.86126,5,,True,attentive,distracted,syn-p030,8,,,False,syn-s030,3160000
0.857041,5,,True,attentive,attentive,syn-p030,9,,distracted,True,syn-s030,3180000
0.99,4,,True,attentive,attentive,syn-p030,10,,,False,syn-s030,3200000
0.944784,4,,True,attentive,attentive,syn-p030,11,,,False,syn-s030,3220000
0.578322,3,,True,attentive,attentive,syn-p030,12,,unsure,True,syn-s030,3240000
0.762405,4,,True,distracted,attentive,syn-p030,13,,,False,syn-s030,3260000
0.769937,5,False,True,attentive,distracted,syn-p030,14,,focused,True,syn-s030,3280000
0.902393,6,,True,distracted,attentive,syn-p031,1,,,False,syn-s031,3120000
0.466312,4,,True,attentive,uncertain,syn-p031,2,,,False,syn-s031,3140000
0.887928,3,,True,attentive,attentive,syn-p031,3,,focused,True,syn-s031,3160000
0.690347,5,,True,attentive,attentive,syn-p031,4,,,False,syn-s031,3180000
0.551318,2,,True,attentive,attentive,syn-p031,5,,,False,syn-s031,3200000
0.480964,1,,True,distracted,distracted,syn-p031,6,,distracted,True,syn-s031,3220000
0.737055,5,True,True,attentive,distracted,syn-p031,7,,,False,syn-s031,3240000
0.779136,4,,True,attentive,attentive,syn-p031,8,,,False,syn-s031,3260000
,3,,False,attentive,attentive,syn-p031,9,synthetic_signal_insufficient,focused,True,syn-s031,3280000
0.697742,5,,True,distracted,attentive,syn-p031,10,,,False,syn-s031,3300000
0.742286,4,,True,distracted,uncertain,syn-p031,11,,,False,syn-s031,3320000
0.499063,2,,True,distracted,distracted,syn-p031,12,,distracted,True,syn-s031,3340000
0.728436,4,,True,attentive,attentive,syn-p031,13,,,False,syn-s031,3360000
0.980392,5,True,True,attentive,attentive,syn-p031,14,,focused,True,syn-s031,3380000
0.662372,4,,True,distracted,attentive,syn-p032,1,,,False,syn-s032,3220000
0.799749,5,,True,attentive,attentive,syn-p032,2,,,False,syn-s032,3240000
,4,,False,uncertain,attentive,syn-p032,3,synthetic_signal_insufficient,focused,True,syn-s032,3260000
0.880861,5,,True,attentive,attentive,syn-p032,4,,,False,syn-s032,3280000
0.611361,4,,True,attentive,attentive,syn-p032,5,,,False,syn-s032,3300000
0.388134,4,,True,distracted,distracted,syn-p032,6,,focused,True,syn-s032,3320000
0.564648,3,False,True,no_observable,attentive,syn-p032,7,,,False,syn-s032,3340000
0.908874,5,,True,attentive,attentive,syn-p032,8,,,False,syn-s032,3360000
0.627871,3,,True,attentive,attentive,syn-p032,9,,focused,True,syn-s032,3380000
0.724808,5,,True,distracted,attentive,syn-p032,10,,,False,syn-s032,3400000
0.920254,3,,True,no_observable,attentive,syn-p032,11,,,False,syn-s032,3420000
0.48693,2,,True,distracted,attentive,syn-p032,12,,distracted,True,syn-s032,3440000
0.99,5,,True,attentive,attentive,syn-p032,13,,,False,syn-s032,3460000
0.99,4,True,True,distracted,attentive,syn-p032,14,,omitted,True,syn-s032,3480000
0.788473,4,,True,attentive,attentive,syn-p033,1,,,False,syn-s033,3320000
0.99,5,,True,attentive,attentive,syn-p033,2,,,False,syn-s033,3340000
0.77284,4,,True,uncertain,attentive,syn-p033,3,,distracted,True,syn-s033,3360000
0.74545,3,,True,attentive,attentive,syn-p033,4,,,False,syn-s033,3380000
0.722375,2,,True,no_observable,attentive,syn-p033,5,,,False,syn-s033,3400000
0.490977,2,,True,distracted,distracted,syn-p033,6,,distracted,True,syn-s033,3420000
0.823112,3,True,True,attentive,attentive,syn-p033,7,,,False,syn-s033,3440000
0.628785,2,,True,attentive,attentive,syn-p033,8,,,False,syn-s033,3460000
0.862844,5,,True,attentive,uncertain,syn-p033,9,,focused,True,syn-s033,3480000
0.752307,5,,True,uncertain,attentive,syn-p033,10,,,False,syn-s033,3500000
0.392524,4,,True,attentive,attentive,syn-p033,11,,,False,syn-s033,3520000
0.543617,2,,True,no_observable,attentive,syn-p033,12,,focused,True,syn-s033,3540000
0.537071,4,,True,uncertain,attentive,syn-p033,13,,,False,syn-s033,3560000
0.85144,5,True,True,attentive,attentive,syn-p033,14,,distracted,True,syn-s033,3580000
0.421396,4,,True,distracted,no_observable,syn-p034,1,,,False,syn-s034,3420000
0.817914,5,,True,attentive,attentive,syn-p034,2,,,False,syn-s034,3440000
0.655937,3,,True,distracted,attentive,syn-p034,3,,distracted,True,syn-s034,3460000
0.63365,3,,True,attentive,no_observable,syn-p034,4,,,False,syn-s034,3480000
0.486583,3,,True,attentive,attentive,syn-p034,5,,,False,syn-s034,3500000
0.775756,3,,True,attentive,uncertain,syn-p034,6,,unsure,True,syn-s034,3520000
0.658693,2,True,True,attentive,attentive,syn-p034,7,,,False,syn-s034,3540000
0.862863,6,,True,uncertain,distracted,syn-p034,8,,,False,syn-s034,3560000
0.846592,3,,True,attentive,attentive,syn-p034,9,,focused,True,syn-s034,3580000
0.558217,3,,True,attentive,attentive,syn-p034,10,,,False,syn-s034,3600000
0.510813,3,,True,attentive,attentive,syn-p034,11,,,False,syn-s034,3620000
0.658325,5,,True,attentive,attentive,syn-p034,12,,focused,True,syn-s034,3640000
,5,,False,attentive,attentive,syn-p034,13,synthetic_signal_insufficient,,False,syn-s034,3660000
0.722897,3,False,True,uncertain,no_observable,syn-p034,14,,distracted,True,syn-s034,3680000
0.856177,5,,True,attentive,attentive,syn-p035,1,,,False,syn-s035,3520000
0.486912,2,,True,attentive,uncertain,syn-p035,2,,,False,syn-s035,3540000
0.939635,4,,True,attentive,attentive,syn-p035,3,,focused,True,syn-s035,3560000
0.489654,4,,True,distracted,distracted,syn-p035,4,,,False,syn-s035,3580000
0.711419,4,,True,attentive,attentive,syn-p035,5,,,False,syn-s035,3600000
0.299184,2,,True,distracted,distracted,syn-p035,6,,focused,True,syn-s035,3620000
,3,False,False,attentive,attentive,syn-p035,7,synthetic_signal_insufficient,,False,syn-s035,3640000
0.925258,4,,True,attentive,attentive,syn-p035,8,,,False,syn-s035,3660000
0.80356,5,,True,no_observable,attentive,syn-p035,9,,distracted,True,syn-s035,3680000
0.6452,5,,True,attentive,attentive,syn-p035,10,,,False,syn-s035,3700000
0.374217,1,,True,distracted,no_observable,syn-p035,11,,,False,syn-s035,3720000
0.521146,1,,True,distracted,distracted,syn-p035,12,,distracted,True,syn-s035,3740000
0.462545,3,,True,uncertain,attentive,syn-p035,13,,,False,syn-s035,3760000
0.654486,5,True,True,attentive,attentive,syn-p035,14,,focused,True,syn-s035,3780000
,3,,False,attentive,attentive,syn-p036,1,synthetic_signal_insufficient,,False,syn-s036,3620000
0.440731,3,,True,attentive,attentive,syn-p036,2,,,False,syn-s036,3640000
0.544082,3,,True,attentive,distracted,syn-p036,3,,focused,True,syn-s036,3660000
0.767072,5,,True,attentive,attentive,syn-p036,4,,,False,syn-s036,3680000
0.385678,2,,True,distracted,distracted,syn-p036,5,,,False,syn-s036,3700000
0.702247,3,,True,attentive,attentive,syn-p036,6,,focused,True,syn-s036,3720000
0.553299,4,True,True,attentive,attentive,syn-p036,7,,,False,syn-s036,3740000
0.438433,4,,True,attentive,attentive,syn-p036,8,,,False,syn-s036,3760000
0.737332,4,,True,attentive,attentive,syn-p036,9,,focused,True,syn-s036,3780000
,4,,False,attentive,attentive,syn-p036,10,synthetic_signal_insufficient,,False,syn-s036,3800000
0.66307,3,,True,distracted,attentive,syn-p036,11,,,False,syn-s036,3820000
0.481171,3,,True,attentive,attentive,syn-p036,12,,focused,True,syn-s036,3840000
0.441719,3,,True,attentive,distracted,syn-p036,13,,,False,syn-s036,3860000
0.538306,5,False,True,distracted,attentive,syn-p036,14,,focused,True,syn-s036,3880000
0.370228,4,,True,distracted,distracted,syn-p037,1,,,False,syn-s037,3720000
0.46065,3,,True,attentive,distracted,syn-p037,2,,,False,syn-s037,3740000
0.442854,4,,True,distracted,distracted,syn-p037,3,,focused,True,syn-s037,3760000
,3,,False,distracted,distracted,syn-p037,4,synthetic_signal_insufficient,,False,syn-s037,3780000
0.54922,4,,True,attentive,distracted,syn-p037,5,,,False,syn-s037,3800000
0.621925,3,,True,attentive,distracted,syn-p037,6,,focused,True,syn-s037,3820000
0.525542,4,False,True,attentive,attentive,syn-p037,7,,,False,syn-s037,3840000
0.658648,3,,True,attentive,distracted,syn-p037,8,,,False,syn-s037,3860000
0.863073,5,,True,attentive,attentive,syn-p037,9,,focused,True,syn-s037,3880000
0.539659,4,,True,distracted,attentive,syn-p037,10,,,False,syn-s037,3900000
0.672486,3,,True,attentive,no_observable,syn-p037,11,,,False,syn-s037,3920000
0.610676,5,,True,attentive,attentive,syn-p037,12,,unsure,True,syn-s037,3940000
0.728404,4,,True,attentive,attentive,syn-p037,13,,,False,syn-s037,3960000
0.511804,3,True,True,attentive,distracted,syn-p037,14,,distracted,True,syn-s037,3980000
0.564846,2,,True,distracted,distracted,syn-p038,1,,,False,syn-s038,3820000
0.428852,2,,True,distracted,distracted,syn-p038,2,,,False,syn-s038,3840000
0.685344,3,,True,attentive,attentive,syn-p038,3,,focused,True,syn-s038,3860000
0.518591,2,,True,distracted,distracted,syn-p038,4,,,False,syn-s038,3880000
0.539039,4,,True,distracted,distracted,syn-p038,5,,,False,syn-s038,3900000
0.291236,3,,True,distracted,distracted,syn-p038,6,,distracted,True,syn-s038,3920000
0.369938,2,False,True,distracted,distracted,syn-p038,7,,,False,syn-s038,3940000
0.752938,4,,True,attentive,attentive,syn-p038,8,,,False,syn-s038,3960000
0.89138,4,,True,attentive,attentive,syn-p038,9,,omitted,True,syn-s038,3980000
0.572304,3,,True,attentive,distracted,syn-p038,10,,,False,syn-s038,4000000
0.59248,3,,True,distracted,attentive,syn-p038,11,,,False,syn-s038,4020000
0.257567,1,,True,distracted,distracted,syn-p038,12,,focused,True,syn-s038,4040000
0.574164,4,,True,attentive,attentive,syn-p038,13,,,False,syn-s038,4060000
0.51181,3,False,True,uncertain,attentive,syn-p038,14,,distracted,True,syn-s038,4080000
0.796715,5,,True,attentive,no_observable,syn-p039,1,,,False,syn-s039,3920000
0.816299,4,,True,distracted,no_observable,syn-p039,2,,,False,syn-s039,3940000
0.81543,3,,True,attentive,attentive,syn-p039,3,,distracted,True,syn-s039,3960000
0.716089,4,,True,attentive,attentive,syn-p039,4,,,False,syn-s039,3980000
0.543527,3,,True,no_observable,attentive,syn-p039,5,,,False,syn-s039,4000000
0.644527,5,,True,distracted,attentive,syn-p039,6,,focused,True,syn-s039,4020000
0.99,5,True,True,attentive,attentive,syn-p039,7,,,False,syn-s039,4040000
0.841036,5,,True,attentive,distracted,syn-p039,8,,,False,syn-s039,4060000
0.99,5,,True,attentive,attentive,syn-p039,9,,omitted,True,syn-s039,4080000
0.791085,5,,True,attentive,attentive,syn-p039,10,,,False,syn-s039,4100000
0.943749,3,,True,attentive,attentive,syn-p039,11,,,False,syn-s039,4120000
0.480933,3,,True,distracted,distracted,syn-p039,12,,focused,True,syn-s039,4140000
0.716183,3,,True,attentive,attentive,syn-p039,13,,,False,syn-s039,4160000
,3,True,False,attentive,attentive,syn-p039,14,synthetic_signal_insufficient,focused,True,syn-s039,4180000
0.854417,4,,True,distracted,no_observable,syn-p040,1,,,False,syn-s040,4020000
0.501366,3,,True,attentive,attentive,syn-p040,2,,,False,syn-s040,4040000
0.900336,5,,True,attentive,attentive,syn-p040,3,,focused,True,syn-s040,4060000
0.796686,5,,True,attentive,attentive,syn-p040,4,,,False,syn-s040,4080000
0.870677,3,,True,attentive,distracted,syn-p040,5,,,False,syn-s040,4100000
0.910402,5,,True,attentive,attentive,syn-p040,6,,focused,True,syn-s040,4120000
0.920721,6,True,True,attentive,attentive,syn-p040,7,,,False,syn-s040,4140000
,4,,False,attentive,attentive,syn-p040,8,synthetic_signal_insufficient,,False,syn-s040,4160000
0.99,4,,True,attentive,distracted,syn-p040,9,,unsure,True,syn-s040,4180000
0.681622,3,,True,attentive,attentive,syn-p040,10,,,False,syn-s040,4200000
0.812751,3,,True,attentive,attentive,syn-p040,11,,,False,syn-s040,4220000
0.698865,3,,True,attentive,distracted,syn-p040,12,,focused,True,syn-s040,4240000
0.667308,3,,True,attentive,attentive,syn-p040,13,,,False,syn-s040,4260000
0.99,5,True,True,attentive,distracted,syn-p040,14,,focused,True,syn-s040,4280000
0.710038,3,,True,attentive,attentive,syn-p041,1,,,False,syn-s041,4120000
,4,,False,attentive,attentive,syn-p041,2,synthetic_signal_insufficient,,False,syn-s041,4140000
0.710139,5,,True,attentive,attentive,syn-p041,3,,focused,True,syn-s041,4160000
0.932095,4,,True,attentive,attentive,syn-p041,4,,,False,syn-s041,4180000
0.305256,2,,True,attentive,distracted,syn-p041,5,,,False,syn-s041,4200000
0.544855,5,,True,attentive,attentive,syn-p041,6,,distracted,True,syn-s041,4220000
0.767936,4,True,True,attentive,attentive,syn-p041,7,,,False,syn-s041,4240000
0.829162,5,,True,attentive,attentive,syn-p041,8,,,False,syn-s041,4260000
0.868653,4,,True,attentive,attentive,syn-p041,9,,focused,True,syn-s041,4280000
0.704733,5,,True,attentive,attentive,syn-p041,10,,,False,syn-s041,4300000
,3,,False,uncertain,attentive,syn-p041,11,synthetic_signal_insufficient,,False,syn-s041,4320000
0.742361,5,,True,attentive,attentive,syn-p041,12,,focused,True,syn-s041,4340000
0.96449,5,,True,attentive,no_observable,syn-p041,13,,,False,syn-s041,4360000
0.529904,3,True,True,attentive,distracted,syn-p041,14,,distracted,True,syn-s041,4380000
0.580807,4,,True,attentive,attentive,syn-p042,1,,,False,syn-s042,4220000
0.942376,6,,True,attentive,attentive,syn-p042,2,,,False,syn-s042,4240000
0.778102,4,,True,attentive,attentive,syn-p042,3,,focused,True,syn-s042,4260000
0.455128,2,,True,attentive,attentive,syn-p042,4,,,False,syn-s042,4280000
,2,,False,distracted,distracted,syn-p042,5,synthetic_signal_insufficient,,False,syn-s042,4300000
0.580038,4,,True,distracted,distracted,syn-p042,6,,omitted,True,syn-s042,4320000
0.72811,4,True,True,uncertain,uncertain,syn-p042,7,,,False,syn-s042,4340000
0.889678,3,,True,no_observable,attentive,syn-p042,8,,,False,syn-s042,4360000
0.710401,3,,True,attentive,attentive,syn-p042,9,,focused,True,syn-s042,4380000
0.805601,5,,True,attentive,attentive,syn-p042,10,,,False,syn-s042,4400000
0.645351,5,,True,attentive,attentive,syn-p042,11,,,False,syn-s042,4420000
0.350166,4,,True,attentive,attentive,syn-p042,12,,focused,True,syn-s042,4440000
0.56711,5,,True,distracted,attentive,syn-p042,13,,,False,syn-s042,4460000
0.718157,3,True,True,attentive,attentive,syn-p042,14,,focused,True,syn-s042,4480000
0.42771,2,,True,attentive,attentive,syn-p043,1,,,False,syn-s043,4320000
0.73453,4,,True,attentive,attentive,syn-p043,2,,,False,syn-s043,4340000
0.88256,4,,True,uncertain,no_observable,syn-p043,3,,focused,True,syn-s043,4360000
0.770741,6,,True,attentive,attentive,syn-p043,4,,,False,syn-s043,4380000
0.774811,3,,True,attentive,attentive,syn-p043,5,,,False,syn-s043,4400000
0.737438,4,,True,uncertain,attentive,syn-p043,6,,distracted,True,syn-s043,4420000
0.477592,5,False,True,attentive,distracted,syn-p043,7,,,False,syn-s043,4440000
0.719873,5,,True,attentive,attentive,syn-p043,8,,,False,syn-s043,4460000
0.534671,3,,True,attentive,attentive,syn-p043,9,,unsure,True,syn-s043,4480000
0.959759,5,,True,distracted,attentive,syn-p043,10,,,False,syn-s043,4500000
0.61906,4,,True,distracted,attentive,syn-p043,11,,,False,syn-s043,4520000
0.57602,2,,True,distracted,distracted,syn-p043,12,,focused,True,syn-s043,4540000
0.791156,5,,True,attentive,attentive,syn-p043,13,,,False,syn-s043,4560000
0.628223,3,True,True,attentive,attentive,syn-p043,14,,focused,True,syn-s043,4580000
0.933917,5,,True,attentive,attentive,syn-p044,1,,,False,syn-s044,4420000
0.760489,3,,True,no_observable,attentive,syn-p044,2,,,False,syn-s044,4440000
0.754984,5,,True,attentive,attentive,syn-p044,3,,distracted,True,syn-s044,4460000
0.883195,4,,True,attentive,no_observable,syn-p044,4,,,False,syn-s044,4480000
0.460452,3,,True,distracted,distracted,syn-p044,5,,,False,syn-s044,4500000
0.613368,4,,True,attentive,attentive,syn-p044,6,,focused,True,syn-s044,4520000
0.453489,3,False,True,distracted,attentive,syn-p044,7,,,False,syn-s044,4540000
0.605682,5,,True,attentive,attentive,syn-p044,8,,,False,syn-s044,4560000
0.966147,6,,True,attentive,attentive,syn-p044,9,,distracted,True,syn-s044,4580000
0.465755,5,,True,attentive,attentive,syn-p044,10,,,False,syn-s044,4600000
0.760175,5,,True,distracted,attentive,syn-p044,11,,,False,syn-s044,4620000
0.268238,2,,True,attentive,uncertain,syn-p044,12,,distracted,True,syn-s044,4640000
0.431495,2,,True,attentive,attentive,syn-p044,13,,,False,syn-s044,4660000
0.720385,6,True,True,attentive,uncertain,syn-p044,14,,focused,True,syn-s044,4680000
0.737167,5,,True,distracted,distracted,syn-p045,1,,,False,syn-s045,4520000
0.588002,3,,True,distracted,distracted,syn-p045,2,,,False,syn-s045,4540000
0.93496,6,,True,attentive,attentive,syn-p045,3,,focused,True,syn-s045,4560000
0.510288,3,,True,no_observable,attentive,syn-p045,4,,,False,syn-s045,4580000
0.494254,2,,True,attentive,attentive,syn-p045,5,,,False,syn-s045,4600000
0.381152,2,,True,attentive,distracted,syn-p045,6,,focused,True,syn-s045,4620000
0.851357,3,True,True,attentive,attentive,syn-p045,7,,,False,syn-s045,4640000
0.69152,5,,True,attentive,uncertain,syn-p045,8,,,False,syn-s045,4660000
,4,,False,attentive,attentive,syn-p045,9,synthetic_signal_insufficient,focused,True,syn-s045,4680000
0.423333,3,,True,attentive,distracted,syn-p045,10,,,False,syn-s045,4700000
0.574483,4,,True,attentive,distracted,syn-p045,11,,,False,syn-s045,4720000
0.295044,3,,True,distracted,no_observable,syn-p045,12,,focused,True,syn-s045,4740000
0.490928,2,,True,attentive,attentive,syn-p045,13,,,False,syn-s045,4760000
0.602665,2,True,True,attentive,uncertain,syn-p045,14,,omitted,True,syn-s045,4780000
0.481216,2,,True,distracted,distracted,syn-p046,1,,,False,syn-s046,4620000
0.922454,3,,True,uncertain,distracted,syn-p046,2,,,False,syn-s046,4640000
,5,,False,attentive,attentive,syn-p046,3,synthetic_signal_insufficient,focused,True,syn-s046,4660000
0.524891,2,,True,distracted,attentive,syn-p046,4,,,False,syn-s046,4680000
0.430544,2,,True,attentive,no_observable,syn-p046,5,,,False,syn-s046,4700000
0.694494,2,,True,attentive,attentive,syn-p046,6,,focused,True,syn-s046,4720000
0.488416,3,True,True,no_observable,distracted,syn-p046,7,,,False,syn-s046,4740000
0.319858,3,,True,distracted,distracted,syn-p046,8,,,False,syn-s046,4760000
0.589369,3,,True,attentive,attentive,syn-p046,9,,focused,True,syn-s046,4780000
0.597522,4,,True,attentive,attentive,syn-p046,10,,,False,syn-s046,4800000
0.239083,4,,True,distracted,distracted,syn-p046,11,,,False,syn-s046,4820000
,3,,False,distracted,distracted,syn-p046,12,synthetic_signal_insufficient,distracted,True,syn-s046,4840000
0.303942,2,,True,distracted,attentive,syn-p046,13,,,False,syn-s046,4860000
0.481633,2,True,True,distracted,distracted,syn-p046,14,,focused,True,syn-s046,4880000
0.300312,3,,True,distracted,distracted,syn-p047,1,,,False,syn-s047,4720000
0.689942,3,,True,attentive,attentive,syn-p047,2,,,False,syn-s047,4740000
0.955491,4,,True,distracted,attentive,syn-p047,3,,focused,True,syn-s047,4760000
0.391848,4,,True,attentive,distracted,syn-p047,4,,,False,syn-s047,4780000
0.54048,1,,True,distracted,distracted,syn-p047,5,,,False,syn-s047,4800000
,2,,False,attentive,distracted,syn-p047,6,synthetic_signal_insufficient,focused,True,syn-s047,4820000
0.603492,4,False,True,attentive,attentive,syn-p047,7,,,False,syn-s047,4840000
0.57555,3,,True,distracted,distracted,syn-p047,8,,,False,syn-s047,4860000
0.957641,3,,True,attentive,attentive,syn-p047,9,,distracted,True,syn-s047,4880000
0.856025,5,,True,distracted,uncertain,syn-p047,10,,,False,syn-s047,4900000
0.519059,2,,True,attentive,no_observable,syn-p047,11,,,False,syn-s047,4920000
0.419194,2,,True,distracted,distracted,syn-p047,12,,focused,True,syn-s047,4940000
0.628231,5,,True,distracted,attentive,syn-p047,13,,,False,syn-s047,4960000
0.780807,3,True,True,attentive,no_observable,syn-p047,14,,focused,True,syn-s047,4980000
0.536646,3,,True,attentive,attentive,syn-p048,1,,,False,syn-s048,4820000
0.947125,5,,True,attentive,attentive,syn-p048,2,,,False,syn-s048,4840000
0.99,5,,True,attentive,attentive,syn-p048,3,,focused,True,syn-s048,4860000
0.829316,4,,True,attentive,attentive,syn-p048,4,,,False,syn-s048,4880000
0.73613,4,,True,attentive,distracted,syn-p048,5,,,False,syn-s048,4900000
0.958237,4,,True,attentive,no_observable,syn-p048,6,,focused,True,syn-s048,4920000
0.518852,4,False,True,attentive,uncertain,syn-p048,7,,,False,syn-s048,4940000
0.808963,3,,True,no_observable,attentive,syn-p048,8,,,False,syn-s048,4960000
0.621869,5,,True,attentive,attentive,syn-p048,9,,focused,True,syn-s048,4980000
0.99,4,,True,attentive,attentive,syn-p048,10,,,False,syn-s048,5000000
0.384128,4,,True,distracted,distracted,syn-p048,11,,,False,syn-s048,5020000
