participant_pseudo,window_id,group_a,group_b,label,probability,observable,quality_reason
syn-p045,syn-w045-09,a1,b1,1,0.867068,True,
syn-p045,syn-w045-10,a1,b1,1,0.624519,True,
syn-p046,syn-w046-01,a2,b2,0,0.131657,True,
syn-p046,syn-w046-02,a2,b2,1,0.529101,True,
syn-p046,syn-w046-03,a2,b2,1,0.677215,True,
syn-p046,syn-w046-04,a2,b2,0,0.13637,True,
syn-p046,syn-w046-05,a2,b2,1,0.322311,True,
syn-p046,syn-w046-06,a2,b2,,,False,synthetic_signal_insufficient
syn-p046,syn-w046-07,a2,b2,1,0.385712,True,
syn-p046,syn-w046-08,a2,b2,0,0.038437,True,
syn-p046,syn-w046-09,a2,b2,0,0.105219,True,
syn-p046,syn-w046-10,a2,b2,1,0.49374,True,
syn-p047,syn-w047-01,a1,b2,1,0.942017,True,
syn-p047,syn-w047-02,a1,b2,0,0.427481,True,
syn-p047,syn-w047-03,a1,b2,1,0.547424,True,
syn-p047,syn-w047-04,a1,b2,,,False,synthetic_signal_insufficient
syn-p047,syn-w047-05,a1,b2,0,0.500117,True,
syn-p047,syn-w047-06,a1,b2,1,0.608797,True,
syn-p047,syn-w047-07,a1,b2,0,0.500781,True,
syn-p047,syn-w047-08,a1,b2,1,0.596301,True,
syn-p047,syn-w047-09,a1,b2,1,0.836333,True,
syn-p047,syn-w047-10,a1,b2,1,0.808347,True,
syn-p048,syn-w048-01,a2,b1,1,0.727038,True,
syn-p048,syn-w048-02,a2,b1,0,0.474743,True,
syn-p048,syn-w048-03,a2,b1,0,0.166312,True,
syn-p048,syn-w048-04,a2,b1,1,0.744825,True,
syn-p048,syn-w048-05,a2,b1,0,0.322896,True,
syn-p048,syn-w048-06,a2,b1,1,0.664202,True,
syn-p048,syn-w048-07,a2,b1,0,0.1255,True,
syn-p048,syn-w048-08,a2,b1,0,0.405075,True,
syn-p048,syn-w048-09,a2,b1,,,False,synthetic_signal_insufficient
syn-p048,syn-w048-10,a2,b1,1,0.491611,True,
syn-p049,syn-w049-01,a1,b1,,,False,synthetic_signal_insufficient
syn-p049,syn-w049-02,a1,b1,0,0.474624,True,
syn-p049,syn-w049-03,a1,b1,1,0.810004,True,
syn-p049,syn-w049-04,a1,b1,0,0.288365,True,
syn-p049,syn-w049-05,a1,b1,0,0.395733,True,
syn-p049,syn-w049-06,a1,b1,0,0.442161,True,
syn-p049,syn-w049-07,a1,b1,,,False,synthetic_signal_insufficient
syn-p049,syn-w049-08,a1,b1,1,0.716996,True,
syn-p049,syn-w049-09,a1,b1,1,0.715952,True,
syn-p049,syn-w049-10,a1,b1,0,0.202321,True,
syn-p050,syn-w050-01,a2,b2,1,0.720663,True,
syn-p050,syn-w050-02,a2,b2,0,0.435985,True,
syn-p050,syn-w050-03,a2,b2,0,0.299997,True,
syn-p050,syn-w050-04,a2,b2,0,0.280439,True,
syn-p050,syn-w050-05,a2,b2,1,0.407509,True,
syn-p050,syn-w050-06,a2,b2,1,0.353134,True,
syn-p050,syn-w050-07,a2,b2,0,0.050372,True,
syn-p050,syn-w050-08,a2,b2,0,0.481061,True,
syn-p050,syn-w050-09,a2,b2,0,0.042352,True,
syn-p050,syn-w050-10,a2,b2,1,0.559634,True,
syn-p051,syn-w051-01,a1,b2,1,0.773418,True,
syn-p051,syn-w051-02,a1,b2,1,0.761092,True,
syn-p051,syn-w051-03,a1,b2,1,0.934914,True,
syn-p051,syn-w051-04,a1,b2,,,False,synthetic_signal_insufficient
syn-p051,syn-w051-05,a1,b2,1,0.567289,True,
syn-p051,syn-w051-06,a1,b2,0,0.216444,True,
syn-p051,syn-w051-07,a1,b2,1,0.963687,True,
syn-p051,syn-w051-08,a1,b2,0,0.179473,True,
syn-p051,syn-w051-09,a1,b2,1,0.78265,True,
syn-p051,syn-w051-10,a1,b2,,,False,synthetic_signal_insufficient
syn-p052,syn-w052-01,a2,b1,0,0.373584,True,
syn-p052,syn-w052-02,a2,b1,,,False,synthetic_signal_insufficient
syn-p052,syn-w052-03,a2,b1,1,0.306477,True,
syn-p052,syn-w052-04,a2,b1,0,0.487884,True,
syn-p052,syn-w052-05,a2,b1,0,0.392059,True,
syn-p052,syn-w052-06,a2,b1,0,0.240663,True,
syn-p052,syn-w052-07,a2,b1,1,0.682879,True,
syn-p052,syn-w052-08,a2,b1,0,0.445868,True,
syn-p052,syn-w052-09,a2,b1,1,0.518654,True,
syn-p052,syn-w052-10,a2,b1,0,0.09814,True,
syn-p053,syn-w053-01,a1,b1,0,0.140822,True,
syn-p053,syn-w053-02,a1,b1,1,0.846928,True,
syn-p053,syn-w053-03,a1,b1,1,0.568381,True,
syn-p053,syn-w053-04,a1,b1,1,0.712197,True,
syn-p053,syn-w053-05,a1,b1,0,0.142957,True,
syn-p053,syn-w053-06,a1,b1,1,0.877098,True,
syn-p053,syn-w053-07,a1,b1,,,False,synthetic_signal_insufficient
syn-p053,syn-w053-08,a1,b1,1,0.807762,True,
syn-p053,syn-w053-09,a1,b1,0,0.291266,True,
syn-p053,syn-w053-10,a1,b1,0,0.317221,True,
syn-p054,syn-w054-01,a2,b2,0,0.312681,True,
syn-p054,syn-w054-02,a2,b2,1,0.398121,True,
syn-p054,syn-w054-03,a2,b2,1,0.404874,True,
syn-p054,syn-w054-04,a2,b2,1,0.730562,True,
syn-p054,syn-w054-05,a2,b2,,,False,synthetic_signal_insufficient
syn-p054,syn-w054-06,a2,b2,1,0.315997,True,
syn-p054,syn-w054-07,a2,b2,1,0.324012,True,
syn-p054,syn-w054-08,a2,b2,1,0.708845,True,
syn-p054,syn-w054-09,a2,b2,0,0.445443,True,
syn-p054,syn-w054-10,a2,b2,0,0.121805,True,
syn-p055,syn-w055-01,a1,b2,0,0.167623,True,
syn-p055,syn-w055-02,a1,b2,1,0.766758,True,
syn-p055,syn-w055-03,a1,b2,0,0.460135,True,
syn-p055,syn-w055-04,a1,b2,0,0.506267,True,
syn-p055,syn-w055-05,a1,b2,0,0.418424,True,
syn-p055,syn-w055-06,a1,b2,0,0.067979,True,
syn-p055,syn-w055-07,a1,b2,0,0.053879,True,
syn-p055,syn-w055-08,a1,b2,1,0.933762,True,
syn-p055,syn-w055-09,a1,b2,1,0.759733,True,
syn-p055,syn-w055-10,a1,b2,,,False,synthetic_signal_insufficient
syn-p056,syn-w056-01,a2,b1,0,0.166007,True,
syn-p056,syn-w056-02,a2,b1,,,False,synthetic_signal_insufficient
syn-p056,syn-w056-03,a2,b1,1,0.408879,True,
syn-p056,syn-w056-04,a2,b1,1,0.678468,True,
syn-p056,syn-w056-05,a2,b1,1,0.708024,True,
syn-p056,syn-w056-06,a2,b1,0,0.063176,True,
syn-p056,syn-w056-07,a2,b1,1,0.347211,True,
syn-p056,syn-w056-08,a2,b1,,,False,synthetic_signal_insufficient
syn-p056,syn-w056-09,a2,b1,1,0.699691,True,
syn-p056,syn-w056-10,a2,b1,1,0.407827,True,
syn-p057,syn-w057-01,a1,b1,0,0.436035,True,
syn-p057,syn-w057-02,a1,b1,1,0.767065,True,
syn-p057,syn-w057-03,a1,b1,1,0.71829,True,
syn-p057,syn-w057-04,a1,b1,0,0.227219,True,
syn-p057,syn-w057-05,a1,b1,1,0.802638,True,
syn-p057,syn-w057-06,a1,b1,1,0.623244,True,
syn-p057,syn-w057-07,a1,b1,1,0.570231,True,
syn-p057,syn-w057-08,a1,b1,0,0.147186,True,
syn-p057,syn-w057-09,a1,b1,0,0.46212,True,
syn-p057,syn-w057-10,a1,b1,0,0.329181,True,
syn-p058,syn-w058-01,a2,b2,0,0.117513,True,
syn-p058,syn-w058-02,a2,b2,1,0.615703,True,
syn-p058,syn-w058-03,a2,b2,1,0.614868,True,
syn-p058,syn-w058-04,a2,b2,1,0.535635,True,
syn-p058,syn-w058-05,a2,b2,,,False,synthetic_signal_insufficient
syn-p058,syn-w058-06,a2,b2,0,0.260193,True,
syn-p058,syn-w058-07,a2,b2,0,0.386744,True,
syn-p058,syn-w058-08,a2,b2,0,0.402732,True,
syn-p058,syn-w058-09,a2,b2,1,0.621483,True,
syn-p058,syn-w058-10,a2,b2,1,0.367025,True,
syn-p059,syn-w059-01,a1,b2,1,0.645227,True,
syn-p059,syn-w059-02,a1,b2,0,0.389158,True,
syn-p059,syn-w059-03,a1,b2,,,False,synthetic_signal_insufficient
syn-p059,syn-w059-04,a1,b2,1,0.593546,True,
syn-p059,syn-w059-05,a1,b2,1,0.720794,True,
syn-p059,syn-w059-06,a1,b2,1,0.647483,True,
syn-p059,syn-w059-07,a1,b2,0,0.29445,True,
syn-p059,syn-w059-08,a1,b2,1,0.817596,True,
syn-p059,syn-w059-09,a1,b2,1,0.760942,True,
syn-p059,syn-w059-10,a1,b2,1,0.775962,True,
syn-p060,syn-w060-01,a2,b1,1,0.367592,True,
syn-p060,syn-w060-02,a2,b1,0,0.106475,True,
syn-p060,syn-w060-03,a2,b1,0,0.454126,True,
syn-p060,syn-w060-04,a2,b1,1,0.592453,True,
syn-p060,syn-w060-05,a2,b1,1,0.383545,True,
syn-p060,syn-w060-06,a2,b1,1,0.660329,True,
syn-p060,syn-w060-07,a2,b1,1,0.407306,True,
syn-p060,syn-w060-08,a2,b1,,,False,synthetic_signal_insufficient
syn-p060,syn-w060-09,a2,b1,0,0.180507,True,
syn-p060,syn-w060-10,a2,b1,0,0.507254,True,
syn-p061,syn-w061-01,a1,b1,1,0.929315,True,
syn-p061,syn-w061-02,a1,b1,1,0.668814,True,
syn-p061,syn-w061-03,a1,b1,1,0.807734,True,
syn-p061,syn-w061-04,a1,b1,1,0.728273,True,
syn-p061,syn-w061-05,a1,b1,0,0.27573,True,
syn-p061,syn-w061-06,a1,b1,,,False,synthetic_signal_insufficient
syn-p061,syn-w061-07,a1,b1,0,0.197255,True,
syn-p061,syn-w061-08,a1,b1,1,0.73921,True,
syn-p061,syn-w061-09,a1,b1,1,0.574086,True,
syn-p061,syn-w061-10,a1,b1,0,0.312789,True,
syn-p062,syn-w062-01,a2,b2,1,0.690153,True,
syn-p062,syn-w062-02,a2,b2,0,0.364129,True,
syn-p062,syn-w062-03,a2,b2,1,0.553838,True,
syn-p062,syn-w062-04,a2,b2,1,0.389873,True,
syn-p062,syn-w062-05,a2,b2,0,0.284702,True,
syn-p062,syn-w062-06,a2,b2,0,0.389821,True,
syn-p062,syn-w062-07,a2,b2,0,0.305196,True,
syn-p062,syn-w062-08,a2,b2,0,0.346295,True,
syn-p062,syn-w062-09,a2,b2,1,0.64248,True,
syn-p062,syn-w062-10,a2,b2,0,0.107443,True,
syn-p063,syn-w063-01,a1,b2,0,0.094503,True,
syn-p063,syn-w063-02,a1,b2,0,0.070872,True,
syn-p063,syn-w063-03,a1,b2,,,False,synthetic_signal_insufficient
syn-p063,syn-w063-04,a1,b2,1,0.78217,True,
syn-p063,syn-w063-05,a1,b2,0,0.386046,True,
syn-p063,syn-w063-06,a1,b2,1,0.500482,True,
syn-p063,syn-w063-07,a1,b2,0,0.045033,True,
syn-p063,syn-w063-08,a1,b2,0,0.328484,True,
syn-p063,syn-w063-09,a1,b2,,,False,synthetic_signal_insufficient
syn-p063,syn-w063-10,a1,b2,0,0.191235,True,
syn-p064,syn-w064-01,a2,b1,,,False,synthetic_signal_insufficient
syn-p064,syn-w064-02,a2,b1,1,0.378631,True,
syn-p064,syn-w064-03,a2,b1,0,0.257265,True,
syn-p064,syn-w064-04,a2,b1,1,0.766741,True,
syn-p064,syn-w064-05,a2,b1,1,0.42357,True,
syn-p064,syn-w064-06,a2,b1,0,0.376878,True,
syn-p064,syn-w064-07,a2,b1,1,0.700884,True,
syn-p064,syn-w064-08,a2,b1,1,0.385256,True,
syn-p064,syn-w064-09,a2,b1,0,0.130597,True,
syn-p064,syn-w064-10,a2,b1,1,0.396538,True,
syn-p065,syn-w065-01,a1,b1,0,0.42174,True,
syn-p065,syn-w065-02,a1,b1,0,0.084928,True,
syn-p065,syn-w065-03,a1,b1,1,0.623799,True,
syn-p065,syn-w065-04,a1,b1,1,0.856004,True,
syn-p065,syn-w065-05,a1,b1,1,0.857679,True,
syn-p065,syn-w065-06,a1,b1,,,False,synthetic_signal_insufficient
syn-p065,syn-w065-07,a1,b1,1,0.949514,True,
syn-p065,syn-w065-08,a1,b1,1,0.557964,True,
syn-p065,syn-w065-09,a1,b1,0,0.323868,True,
syn-p065,syn-w065-10,a1,b1,0,0.114582,True,
syn-p066,syn-w066-01,a2,b2,1,0.333696,True,
syn-p066,syn-w066-02,a2,b2,0,0.454323,True,
syn-p066,syn-w066-03,a2,b2,1,0.341394,True,
syn-p066,syn-w066-04,a2,b2,,,False,synthetic_signal_insufficient
syn-p066,syn-w066-05,a2,b2,0,0.496753,True,
syn-p066,syn-w066-06,a2,b2,1,0.587542,True,
syn-p066,syn-w066-07,a2,b2,0,0.228213,True,
syn-p066,syn-w066-08,a2,b2,1,0.633887,True,
syn-p066,syn-w066-09,a2,b2,0,0.281566,True,
syn-p066,syn-w066-10,a2,b2,0,0.335538,True,
syn-p067,syn-w067-01,a1,b2,0,0.316344,True,
syn-p067,syn-w067-02,a1,b2,1,0.967697,True,
syn-p067,syn-w067-03,a1,b2,1,0.783117,True,
syn-p067,syn-w067-04,a1,b2,0,0.446218,True,
syn-p067,syn-w067-05,a1,b2,0,0.297496,True,
syn-p067,syn-w067-06,a1,b2,1,0.491856,True,
syn-p067,syn-w067-07,a1,b2,1,0.848473,True,
syn-p067,syn-w067-08,a1,b2,1,0.50175,True,
syn-p067,syn-w067-09,a1,b2,,,False,synthetic_signal_insufficient
syn-p067,syn-w067-10,a1,b2,1,0.51066,True,
syn-p068,syn-w068-01,a2,b1,,,False,synthetic_signal_insufficient
syn-p068,syn-w068-02,a2,b1,1,0.6995,True,
syn-p068,syn-w068-03,a2,b1,0,0.417013,True,
syn-p068,syn-w068-04,a2,b1,1,0.545061,True,
syn-p068,syn-w068-05,a2,b1,1,0.552236,True,
syn-p068,syn-w068-06,a2,b1,0,0.081951,True,
syn-p068,syn-w068-07,a2,b1,,,False,synthetic_signal_insufficient
syn-p068,syn-w068-08,a2,b1,0,0.109783,True,
syn-p068,syn-w068-09,a2,b1,1,0.573826,True,
syn-p068,syn-w068-10,a2,b1,0,0.375875,True,
syn-p069,syn-w069-01,a1,b1,1,0.781234,True,
syn-p069,syn-w069-02,a1,b1,1,0.755317,True,
syn-p069,syn-w069-03,a1,b1,1,0.812371,True,
syn-p069,syn-w069-04,a1,b1,1,0.60588,True,
syn-p069,syn-w069-05,a1,b1,1,0.647922,True,
syn-p069,syn-w069-06,a1,b1,0,0.478586,True,
syn-p069,syn-w069-07,a1,b1,1,0.742133,True,
syn-p069,syn-w069-08,a1,b1,0,0.284672,True,
syn-p069,syn-w069-09,a1,b1,0,0.466303,True,
syn-p069,syn-w069-10,a1,b1,0,0.324036,True,
syn-p070,syn-w070-01,a2,b2,1,0.72606,True,
syn-p070,syn-w070-02,a2,b2,0,0.030078,True,
syn-p070,syn-w070-03,a2,b2,1,0.47411,True,
syn-p070,syn-w070-04,a2,b2,,,False,synthetic_signal_insufficient
syn-p070,syn-w070-05,a2,b2,1,0.316461,True,
syn-p070,syn-w070-06,a2,b2,0,0.104652,True,
syn-p070,syn-w070-07,a2,b2,1,0.299069,True,
syn-p070,syn-w070-08,a2,b2,1,0.456204,True,
syn-p070,syn-w070-09,a2,b2,0,0.105286,True,
syn-p070,syn-w070-10,a2,b2,,,False,synthetic_signal_insufficient
syn-p071,syn-w071-01,a1,b2,0,0.314591,True,
syn-p071,syn-w071-02,a1,b2,,,False,synthetic_signal_insufficient
syn-p071,syn-w071-03,a1,b2,1,0.633614,True,
syn-p071,syn-w071-04,a1,b2,1,0.568637,True,
syn-p071,syn-w071-05,a1,b2,1,0.906106,True,
syn-p071,syn-w071-06,a1,b2,0,0.110609,True,
syn-p071,syn-w071-07,a1,b2,1,0.857261,True,
syn-p071,syn-w071-08,a1,b2,0,0.055228,True,
syn-p071,syn-w071-09,a1,b2,1,0.751572,True,
syn-p071,syn-w071-10,a1,b2,1,0.794241,True,
syn-p072,syn-w072-01,a2,b1,1,0.365725,True,
syn-p072,syn-w072-02,a2,b1,0,0.394496,True,
syn-p072,syn-w072-03,a2,b1,0,0.045603,True,
syn-p072,syn-w072-04,a2,b1,0,0.333984,True,
syn-p072,syn-w072-05,a2,b1,0,0.166689,True,
syn-p072,syn-w072-06,a2,b1,1,0.655926,True,
syn-p072,syn-w072-07,a2,b1,,,False,synthetic_signal_insufficient
syn-p072,syn-w072-08,a2,b1,0,0.50801,True,
syn-p072,syn-w072-09,a2,b1,1,0.29221,True,
syn-p072,syn-w072-10,a2,b1,1,0.714845,True,
syn-p073,syn-w073-01,a1,b1,0,0.356178,True,
syn-p073,syn-w073-02,a1,b1,1,0.869699,True,
syn-p073,syn-w073-03,a1,b1,0,0.274285,True,
syn-p073,syn-w073-04,a1,b1,0,0.120931,True,
syn-p073,syn-w073-05,a1,b1,,,False,synthetic_signal_insufficient
syn-p073,syn-w073-06,a1,b1,1,0.902053,True,
syn-p073,syn-w073-07,a1,b1,1,0.491195,True,
syn-p073,syn-w073-08,a1,b1,1,0.555477,True,
syn-p073,syn-w073-09,a1,b1,1,0.707624,True,
syn-p073,syn-w073-10,a1,b1,1,0.614772,True,
syn-p074,syn-w074-01,a2,b2,0,0.505474,True,
syn-p074,syn-w074-02,a2,b2,0,0.225481,True,
syn-p074,syn-w074-03,a2,b2,1,0.370373,True,
syn-p074,syn-w074-04,a2,b2,1,0.60717,True,
syn-p074,syn-w074-05,a2,b2,1,0.416211,True,
syn-p074,syn-w074-06,a2,b2,0,0.348063,True,
syn-p074,syn-w074-07,a2,b2,1,0.458238,True,
syn-p074,syn-w074-08,a2,b2,0,0.41375,True,
syn-p074,syn-w074-09,a2,b2,1,0.316668,True,
syn-p074,syn-w074-10,a2,b2,,,False,synthetic_signal_insufficient
syn-p075,syn-w075-01,a1,b2,0,0.441428,True,
syn-p075,syn-w075-02,a1,b2,,,False,synthetic_signal_insufficient
syn-p075,syn-w075-03,a1,b2,1,0.61145,True,
syn-p075,syn-w075-04,a1,b2,1,0.780871,True,
syn-p075,syn-w075-05,a1,b2,0,0.22002,True,
syn-p075,syn-w075-06,a1,b2,1,0.725121,True,
syn-p075,syn-w075-07,a1,b2,1,0.716116,True,
syn-p075,syn-w075-08,a1,b2,,,False,synthetic_signal_insufficient
syn-p075,syn-w075-09,a1,b2,1,0.870066,True,
syn-p075,syn-w075-10,a1,b2,1,0.85514,True,
syn-p076,syn-w076-01,a2,b1,0,0.154305,True,
syn-p076,syn-w076-02,a2,b1,0,0.235041,True,
syn-p076,syn-w076-03,a2,b1,1,0.33705,True,
syn-p076,syn-w076-04,a2,b1,0,0.364641,True,
syn-p076,syn-w076-05,a2,b1,1,0.697957,True,
syn-p076,syn-w076-06,a2,b1,1,0.723791,True,
syn-p076,syn-w076-07,a2,b1,1,0.665722,True,
syn-p076,syn-w076-08,a2,b1,0,0.068968,True,
syn-p076,syn-w076-09,a2,b1,0,0.506283,True,
syn-p076,syn-w076-10,a2,b1,0,0.324878,True,
syn-p077,syn-w077-01,a1,b1,1,0.935286,True,
syn-p077,syn-w077-02,a1,b1,1,0.689656,True,
syn-p077,syn-w077-03,a1,b1,1,0.750988,True,
syn-p077,syn-w077-04,a1,b1,1,0.75708,True,
syn-p077,syn-w077-05,a1,b1,,,False,synthetic_signal_insufficient
syn-p077,syn-w077-06,a1,b1,0,0.355296,True,
syn-p077,syn-w077-07,a1,b1,0,0.123767,True,
syn-p077,syn-w077-08,a1,b1,1,0.785446,True,
syn-p077,syn-w077-09,a1,b1,1,0.868318,True,
syn-p077,syn-w077-10,a1,b1,1,0.85842,True,
syn-p078,syn-w078-01,a2,b2,1,0.570841,True,
syn-p078,syn-w078-02,a2,b2,0,0.14126,True,
syn-p078,syn-w078-03,a2,b2,,,False,synthetic_signal_insufficient
syn-p078,syn-w078-04,a2,b2,0,0.11746,True,
syn-p078,syn-w078-05,a2,b2,0,0.143602,True,
syn-p078,syn-w078-06,a2,b2,1,0.73318,True,
syn-p078,syn-w078-07,a2,b2,0,0.112767,True,
syn-p078,syn-w078-08,a2,b2,1,0.395217,True,
syn-p078,syn-w078-09,a2,b2,1,0.418289,True,
syn-p078,syn-w078-10,a2,b2,0,0.191957,True,
syn-p079,syn-w079-01,a1,b2,0,0.044507,True,
syn-p079,syn-w079-02,a1,b2,0,0.203867,True,
syn-p079,syn-w079-03,a1,b2,1,0.583928,True,
syn-p079,syn-w079-04,a1,b2,1,0.813828,True,
syn-p079,syn-w079-05,a1,b2,1,0.682196,True,
syn-p079,syn-w079-06,a1,b2,1,0.718521,True,
syn-p079,syn-w079-07,a1,b2,0,0.433058,True,
syn-p079,syn-w079-08,a1,b2,,,False,synthetic_signal_insufficient
syn-p079,syn-w079-09,a1,b2,1,0.939848,True,
syn-p079,syn-w079-10,a1,b2,0,0.419668,True,
syn-p080,syn-w080-01,a2,b1,1,0.421874,True,
syn-p080,syn-w080-02,a2,b1,1,0.759936,True,
syn-p080,syn-w080-03,a2,b1,1,0.728107,True,
syn-p080,syn-w080-04,a2,b1,0,0.089028,True,
syn-p080,syn-w080-05,a2,b1,0,0.501388,True,
syn-p080,syn-w080-06,a2,b1,,,False,synthetic_signal_insufficient
syn-p080,syn-w080-07,a2,b1,0,0.299419,True,
syn-p080,syn-w080-08,a2,b1,1,0.398961,True,
syn-p080,syn-w080-09,a2,b1,1,0.617424,True,
syn-p080,syn-w080-10,a2,b1,0,0.116588,True,
syn-p081,syn-w081-01,a1,b1,1,0.560226,True,
syn-p081,syn-w081-02,a1,b1,1,0.822929,True,
syn-p081,syn-w081-03,a1,b1,1,0.935358,True,
syn-p081,syn-w081-04,a1,b1,1,0.969549,True,
syn-p081,syn-w081-05,a1,b1,1,0.623613,True,
syn-p081,syn-w081-06,a1,b1,0,0.474434,True,
syn-p081,syn-w081-07,a1,b1,1,0.63681,True,
syn-p081,syn-w081-08,a1,b1,1,0.584678,True,
syn-p081,syn-w081-09,a1,b1,1,0.691479,True,
syn-p081,syn-w081-10,a1,b1,1,0.505794,True,
syn-p082,syn-w082-01,a2,b2,0,0.267347,True,
syn-p082,syn-w082-02,a2,b2,0,0.050464,True,
syn-p082,syn-w082-03,a2,b2,,,False,synthetic_signal_insufficient
syn-p082,syn-w082-04,a2,b2,0,0.260209,True,
syn-p082,syn-w082-05,a2,b2,1,0.296995,True,
syn-p082,syn-w082-06,a2,b2,1,0.318357,True,
syn-p082,syn-w082-07,a2,b2,0,0.500538,True,
syn-p082,syn-w082-08,a2,b2,1,0.376482,True,
syn-p082,syn-w082-09,a2,b2,,,False,synthetic_signal_insufficient
syn-p082,syn-w082-10,a2,b2,1,0.732561,True,
syn-p083,syn-w083-01,a1,b2,,,False,synthetic_signal_insufficient
syn-p083,syn-w083-02,a1,b2,1,0.876157,True,
syn-p083,syn-w083-03,a1,b2,0,0.0334,True,
syn-p083,syn-w083-04,a1,b2,0,0.503652,True,
syn-p083,syn-w083-05,a1,b2,1,0.805739,True,
syn-p083,syn-w083-06,a1,b2,0,0.403667,True,
syn-p083,syn-w083-07,a1,b2,1,0.955929,True,
syn-p083,syn-w083-08,a1,b2,0,0.133184,True,
syn-p083,syn-w083-09,a1,b2,1,0.920773,True,
syn-p083,syn-w083-10,a1,b2,1,0.831291,True,
syn-p084,syn-w084-01,a2,b1,0,0.182307,True,
syn-p084,syn-w084-02,a2,b1,0,0.355533,True,
syn-p084,syn-w084-03,a2,b1,1,0.600941,True,
syn-p084,syn-w084-04,a2,b1,0,0.416087,True,
syn-p084,syn-w084-05,a2,b1,0,0.374192,True,
syn-p084,syn-w084-06,a2,b1,,,False,synthetic_signal_insufficient
syn-p084,syn-w084-07,a2,b1,0,0.28936,True,
syn-p084,syn-w084-08,a2,b1,1,0.573602,True,
syn-p084,syn-w084-09,a2,b1,0,0.485564,True,
syn-p084,syn-w084-10,a2,b1,1,0.768497,True,
syn-p085,syn-w085-01,a1,b1,1,0.924346,True,
syn-p085,syn-w085-02,a1,b1,0,0.471333,True,
syn-p085,syn-w085-03,a1,b1,1,0.817783,True,
syn-p085,syn-w085-04,a1,b1,,,False,synthetic_signal_insufficient
syn-p085,syn-w085-05,a1,b1,1,0.591043,True,
syn-p085,syn-w085-06,a1,b1,0,0.174502,True,
syn-p085,syn-w085-07,a1,b1,0,0.272436,True,
syn-p085,syn-w085-08,a1,b1,1,0.68382,True,
syn-p085,syn-w085-09,a1,b1,1,0.606526,True,
syn-p085,syn-w085-10,a1,b1,0,0.328629,True,
syn-p086,syn-w086-01,a2,b2,1,0.694843,True,
syn-p086,syn-w086-02,a2,b2,1,0.458248,True,
syn-p086,syn-w086-03,a2,b2,1,0.537063,True,
syn-p086,syn-w086-04,a2,b2,1,0.508785,True,
syn-p086,syn-w086-05,a2,b2,0,0.322037,True,
syn-p086,syn-w086-06,a2,b2,1,0.618139,True,
syn-p086,syn-w086-07,a2,b2,1,0.571999,True,
syn-p086,syn-w086-08,a2,b2,1,0.691534,True,
syn-p086,syn-w086-09,a2,b2,,,False,synthetic_signal_insufficient
syn-p086,syn-w086-10,a2,b2,0,0.328232,True,
syn-p087,syn-w087-01,a1,b2,,,False,synthetic_signal_insufficient
syn-p087,syn-w087-02,a1,b2,1,0.927545,True,
syn-p087,syn-w087-03,a1,b2,1,0.884875,True,
syn-p087,syn-w087-04,a1,b2,1,0.595188,True,
syn-p087,syn-w087-05,a1,b2,1,0.827173,True,
syn-p087,syn-w087-06,a1,b2,0,0.238055,True,
syn-p087,syn-w087-07,a1,b2,,,False,synthetic_signal_insufficient
syn-p087,syn-w087-08,a1,b2,1,0.49069,True,
syn-p087,syn-w087-09,a1,b2,0,0.111834,True,
syn-p087,syn-w087-10,a1,b2,0,0.487734,True,
syn-p088,syn-w088-01,a2,b1,1,0.435532,True,
syn-p088,syn-w088-02,a2,b1,1,0.315599,True,
syn-p088,syn-w088-03,a2,b1,0,0.224596,True,
syn-p088,syn-w088-04,a2,b1,1,0.603828,True,
syn-p088,syn-w088-05,a2,b1,0,0.19774,True,
syn-p088,syn-w088-06,a2,b1,1,0.663875,True,
syn-p088,syn-w088-07,a2,b1,1,0.375362,True,
syn-p088,syn-w088-08,a2,b1,1,0.69005,True,
syn-p088,syn-w088-09,a2,b1,0,0.406809,True,
syn-p088,syn-w088-10,a2,b1,0,0.502798,True,
syn-p089,syn-w089-01,a1,b1,0,0.200348,True,
syn-p089,syn-w089-02,a1,b1,0,0.396877,True,
syn-p089,syn-w089-03,a1,b1,1,0.760099,True,
syn-p089,syn-w089-04,a1,b1,,,False,synthetic_signal_insufficient
syn-p089,syn-w089-05,a1,b1,0,0.14554,True,
syn-p089,syn-w089-06,a1,b1,0,0.176499,True,
syn-p089,syn-w089-07,a1,b1,1,0.825991,True,
syn-p089,syn-w089-08,a1,b1,0,0.418889,True,
syn-p089,syn-w089-09,a1,b1,1,0.502043,True,
syn-p089,syn-w089-10,a1,b1,,,False,synthetic_signal_insufficient
syn-p090,syn-w090-01,a2,b2,1,0.443628,True,
syn-p090,syn-w090-02,a2,b2,,,False,synthetic_signal_insufficient
syn-p090,syn-w090-03,a2,b2,1,0.440838,True,
syn-p090,syn-w090-04,a2,b2,0,0.042068,True,
syn-p090,syn-w090-05,a2,b2,1,0.497733,True,
syn-p090,syn-w090-06,a2,b2,0,0.43725,True,
syn-p090,syn-w090-07,a2,b2,1,0.550958,True,
syn-p090,syn-w090-08,a2,b2,1,0.691631,True,
syn-p090,syn-w090-09,a2,b2,1,0.659421,True,
syn-p090,syn-w090-10,a2,b2,1,0.397338,True,
syn-p091,syn-w091-01,a1,b2,0,0.345436,True,
syn-p091,syn-w091-02,a1,b2,0,0.05129,True,
